Date,HDFCBANK.NS,INFY.NS,ITC.NS,LT.NS,RELIANCE.NS,SUNPHARMA.NS
2021-11-01,751.1178588867188,1493.8193359375,178.61947631835938,1706.3016357421875,1149.4151611328125,772.6821899414062
2021-11-02,751.7962036132812,1491.93017578125,177.63523864746094,1725.594970703125,1132.6571044921875,776.1088256835938
2021-11-03,739.9584350585938,1495.97216796875,175.15496826171875,1795.781982421875,1124.8668212890625,749.9815063476562
2021-11-04,745.80712890625,1501.419921875,178.3832550048828,1814.26708984375,1131.7740478515625,757.1202392578125
2021-11-08,748.7549438476562,1526.726318359375,180.94227600097656,1829.093505859375,1133.177978515625,761.450927734375
2021-11-09,735.6537475585938,1531.1197509765625,180.11550903320312,1847.1986083984375,1142.123046875,762.7357788085938
2021-11-10,727.699462890625,1529.0548095703125,181.76904296875,1853.4237060546875,1154.895263671875,772.01611328125
2021-11-11,724.4476928710938,1523.0361328125,181.09974670410156,1835.888671875,1157.00146484375,756.5489501953125
2021-11-12,726.6467895507812,1564.246337890625,183.38316345214844,1862.7376708984375,1174.46142578125,767.6376342773438
2021-11-15,728.6353149414062,1570.353515625,187.47760009765625,1850.4774169921875,1167.531982421875,771.6351928710938
2021-11-16,724.3072509765625,1574.8787841796875,185.39102172851562,1858.3182373046875,1140.402099609375,759.9754638671875
2021-11-17,716.2593994140625,1570.616943359375,188.57994079589844,1856.037353515625,1115.98974609375,753.2176513671875
2021-11-18,720.2833251953125,1563.5435791015625,187.00518798828125,1802.909912109375,1120.2017822265625,752.5513916015625
2021-11-22,709.0303344726562,1545.9697265625,181.80838012695312,1772.021728515625,1070.584716796875,733.6103515625
2021-11-23,709.1239624023438,1526.19921875,182.3595428466797,1792.7880859375,1080.5941162109375,747.364013671875
2021-11-24,710.2937622070312,1490.260498046875,179.2887725830078,1770.1209716796875,1064.9912109375,741.4152221679688
2021-11-25,713.989990234375,1513.4581298828125,182.1233673095703,1758.1461181640625,1129.1016845703125,745.1748657226562
2021-11-26,697.1222534179688,1486.4383544921875,176.3754119873047,1689.954833984375,1092.7098388671875,730.3265991210938
